-0.360956605450171,0,1,0,0,0,0,1,0,0,0,0,0,0.104100846454907,1,0.313774160575274,-0.673592190376382,0.267067254240981,0.235199048452422,0.300665675496948,-1.17763351951269,-0.922426760522821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.360956605450171,1,0,0,0,0,0,1,0,0,0,0,1,0.104100846454907,1,0.313774160575274,-0.293567818823845,0.33998866589869,-0.267192952357389,0.0498752320607429,0.70922397752029,-0.377070983333354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.360956605450171,0,1,0,1,0,0,0,0,0,0,0,0,-0.406824662100689,1,-0.515622334933188,-0.654590971798755,-0.389225450678399,0.00831233840928145,-0.268435715377518,-0.459501188552379,-0.649748871928089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.360956605450171,1,0,0,1,0,0,0,0,0,0,0,1,0.104100846454907,1,-0.515622334933188,-1.05361656192892,-0.535068273993816,-0.364430113804449,-0.586746662815778,-0.881931971470212,-0.922426760522821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.360956605450171,1,0,0,0,0,1,0,0,0,0,0,1,-0.406824662100689,1,0.313774160575274,0.409477268548349,-0.0975398040475632,-0.52649204954955,-0.39383093709562,-0.684797606108556,1.53167423682978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.360956605450171,0,1,0,1,0,0,0,0,0,0,0,0,0.104100846454907,1,-0.515622334933188,-0.50258122317774,-0.389225450678399,-0.0565124358887587,-0.307018860521549,-0.262366823190724,-0.377070983333354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.360956605450171,0,1,0,0,0,0,1,0,0,0,0,0,0.104100846454907,1,-0.515622334933188,0.352473612815469,0.0483030192678544,-0.7695849531672,-0.44205986852566,-0.529906319038685,1.53167423682978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.360956605450171,1,0,0,1,0,0,0,0,0,0,0,1,-0.406824662100689,1,-0.515622334933188,-1.1106202176618,-0.65174253264615,0.235199048452422,-0.307018860521549,-0.684797606108556,-1.46778253771229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.360956605450171,0,1,0,1,0,0,0,0,0,0,0,1,0.104100846454907,1,0.313774160575274,0.0484541155734389,-0.0975398040475632,0.980683952879884,0.503227187503114,1.3569511779943,-0.649748871928089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.360956605450171,0,1,0,1,0,0,0,0,0,0,1,0,-0.406824662100689,1,-0.515622334933188,0.637491891479872,1.31713558211199,1.43445737296616,1.7089504732541,1.20205989092443,-0.377070983333354,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
